Dates,beta_1,beta_2,beta_3,beta_4,beta_5
21-Dec-2006,0.145869076,-0.082182341,0.209366553,-0.020217537,-0.008821981
22-Dec-2006,0.147133038,-0.074799311,0.213434446,-0.016720982,-0.007187408
26-Dec-2006,0.146338267,-0.076611975,0.211590709,-0.015115068,-0.006531429
27-Dec-2006,0.146558874,-0.086069855,0.213393475,-0.013740236,-0.004872609
28-Dec-2006,0.147415158,-0.083055486,0.214660386,-0.012491483,-0.004654531
29-Dec-2006,0.147630179,-0.073246925,0.213759038,-0.011278625,-0.004045112
03-Jan-2007,0.146563341,-0.064084964,0.214354235,-0.009537458,-0.005406228
04-Jan-2007,0.146780443,-0.072837422,0.211060489,-0.006172017,-0.006496181
05-Jan-2007,0.147695407,-0.062858663,0.214479164,-0.002298716,-0.004552474
08-Jan-2007,0.14587628,-0.059789428,0.211922761,-0.000759862,-0.009708814
09-Jan-2007,0.145808363,-0.05966787,0.214379402,0.00039967,-0.009664279
10-Jan-2007,0.145690991,-0.070953923,0.213385293,-0.00068766,-0.008935703
11-Jan-2007,0.144198754,-0.078991098,0.216152707,-0.002755068,-0.008003944
12-Jan-2007,0.142152416,-0.085710901,0.21283266,-0.005099236,-0.00861024
16-Jan-2007,0.141220484,-0.075133736,0.215428913,-0.006588358,-0.007692414
17-Jan-2007,0.140539797,-0.076104957,0.213978429,-0.00757112,-0.007526217
18-Jan-2007,0.141213651,-0.077458086,0.215627032,-0.008114632,-0.006156964
19-Jan-2007,0.13876141,-0.078907646,0.216694772,-0.009872093,-0.005379141
22-Jan-2007,0.140009157,-0.07461076,0.212754806,-0.009963471,-0.005348054
23-Jan-2007,0.137366675,-0.077111109,0.213011886,-0.012002836,-0.003748678
24-Jan-2007,0.13526606,-0.081827903,0.213374643,-0.01279518,-0.002871798
25-Jan-2007,0.136889402,-0.06294842,0.21347052,-0.009491473,-0.002303478
26-Jan-2007,0.136585477,-0.063158346,0.213927772,-0.008665705,-0.0017698
29-Jan-2007,0.136129855,-0.055318945,0.211700531,-0.005421792,-0.001498869
30-Jan-2007,0.135079471,-0.061178794,0.213681314,-0.005061917,-0.000494781
31-Jan-2007,0.134879223,-0.070369948,0.214478814,-0.001113527,0.000235393
01-feb-07,0.133573803,-0.069001779,0.216296627,-0.003058931,0.000412985
02-feb-07,0.134021763,-0.072954047,0.217489817,-0.007037689,0.000570572
05-feb-07,0.133460603,-0.063049376,0.214271834,-0.008841509,-0.000138697
06-feb-07,0.133863345,-0.066590919,0.21306273,-0.010840776,-0.000185759
07-feb-07,0.135857583,-0.078327486,0.210459032,-0.01165547,6.99E-05
08-feb-07,0.136804827,-0.076429017,0.208983945,-0.012980666,-0.000312712
09-feb-07,0.138281943,-0.067509108,0.208010079,-0.013007779,-0.001385556
12-feb-07,0.138975264,-0.059368192,0.209297226,-0.013625472,-0.000743556
13-feb-07,0.136809446,-0.077215333,0.208045921,-0.015346932,-0.000132078
14-feb-07,0.135472113,-0.076776769,0.20776827,-0.016701428,8.37E-05
15-feb-07,0.136374163,-0.078501424,0.207009308,-0.015199902,-0.000560367
16-feb-07,0.136814593,-0.08231517,0.205690126,-0.014321416,-0.002465622
20-feb-07,0.136779374,-0.079803005,0.204696477,-0.011391703,-0.004487106
21-feb-07,0.136926415,-0.080375138,0.204821441,-0.010058044,-0.00754367
22-feb-07,0.138658623,-0.083304006,0.204608579,-0.009630995,-0.010362108
23-feb-07,0.139460737,-0.077294633,0.204266028,-0.009543287,-0.016931555
26-feb-07,0.138761439,-0.065951815,0.202792758,-0.01074794,-0.019936026
27-feb-07,0.144667436,0.042323714,0.212495227,-0.014515253,-0.015115074
28-feb-07,0.136859954,0.009422021,0.210885963,-0.018455065,-0.012931251
01-mar-07,0.133688465,0.018398994,0.215192657,-0.022659888,-0.008611773
02-mar-07,0.137841555,0.055063892,0.219950187,-0.018522448,-0.005945097
05-mar-07,0.136816251,0.080672741,0.224240504,-0.017505193,-0.002664239
06-mar-07,0.136118563,0.015542065,0.226378264,-0.016057263,-0.003189361
07-mar-07,0.139178869,-0.009081113,0.224904674,-0.011103536,-0.010824294
08-mar-07,0.137918853,-0.022184284,0.224603021,-0.010193123,-0.014631031
09-mar-07,0.137938572,-0.025085357,0.226822999,-0.011601754,-0.012746317
12-mar-07,0.137012799,-0.027761408,0.227817785,-0.012639474,-0.012460538
13-mar-07,0.141943674,0.02230336,0.225893482,-0.009977092,-0.007093682
14-mar-07,0.141577348,0.007993076,0.226025595,-0.012222809,-0.004474434
15-mar-07,0.141771232,-0.004411782,0.229176047,-0.012146289,-0.000952698
16-mar-07,0.141957893,0.009879423,0.229166025,-0.012075699,-0.000636409
19-mar-07,0.140181989,-0.0138648,0.227497019,-0.010371422,0.001271089
20-mar-07,0.138006319,-0.028591211,0.229206767,-0.012487461,0.003535214
21-mar-07,0.132611616,-0.043948764,0.232008531,-0.017327463,0.00595303
22-mar-07,0.132490184,-0.031110843,0.231235379,-0.016319477,0.005668413
23-mar-07,0.133422532,-0.031197078,0.229981044,-0.015330265,0.006013155
26-mar-07,0.134462387,-0.030605507,0.232677026,-0.014023212,0.007347485
27-mar-07,0.135850601,-0.025328873,0.227627291,-0.011694563,0.003900258
28-mar-07,0.138212413,-0.005046453,0.226141582,-0.008473458,0.000597792
29-mar-07,0.137340849,-0.001728756,0.231039662,-0.006120718,0.002194989
30-mar-07,0.137879512,-0.009109268,0.232028395,-0.004487436,0.002813499
02-Apr-2007,0.137630764,-0.01161503,0.233657502,-0.004703036,0.005249464
03-Apr-2007,0.137075647,-0.028032963,0.234062383,-0.006102587,0.005733943
04-Apr-2007,0.138180201,-0.034770364,0.234298351,-0.00668942,0.006376844
05-Apr-2007,0.137422401,-0.037854294,0.234282054,-0.007693243,0.005204478
09-Apr-2007,0.135401958,-0.029130306,0.23099003,-0.010579381,0.005474685
10-Apr-2007,0.135600243,-0.037753234,0.232000085,-0.011904546,0.007818157
11-Apr-2007,0.136940061,-0.027450594,0.229036447,-0.012652945,0.010164627
12-Apr-2007,0.136313261,-0.037229155,0.230270954,-0.012981675,0.012761188
13-Apr-2007,0.135921415,-0.04387987,0.229660778,-0.014758714,0.013894671
16-Apr-2007,0.134531508,-0.043776719,0.228830988,-0.015785273,0.015192405
17-Apr-2007,0.134441551,-0.04488108,0.225277015,-0.016011643,0.015542278
18-Apr-2007,0.135336104,-0.041646131,0.222052804,-0.015593822,0.013766147
19-Apr-2007,0.136153215,-0.040169583,0.217122037,-0.016542312,0.011935027
20-Apr-2007,0.134021078,-0.044589699,0.214992528,-0.022495888,0.009822027
23-Apr-2007,0.13397227,-0.028518503,0.212563188,-0.023188635,0.006895143
24-Apr-2007,0.133981867,-0.028267257,0.20913041,-0.025579205,0.002563635
25-Apr-2007,0.133854309,-0.027447914,0.208835308,-0.024114362,0.000667488
26-Apr-2007,0.134063269,-0.033356551,0.20510905,-0.024629442,-0.003622141
27-Apr-2007,0.135357238,-0.041842681,0.205256074,-0.025933947,-0.005806003
30-Apr-2007,0.135820251,-0.011923485,0.209099917,-0.025454379,-0.004689619
01-may-07,0.135783216,-0.025507097,0.21043747,-0.024177348,-0.003294479
02-may-07,0.13607314,-0.032671045,0.211365765,-0.02282611,-0.00240518
03-may-07,0.135677894,-0.031350288,0.209649108,-0.021807433,-0.003782428
04-may-07,0.138299639,-0.038139906,0.204938887,-0.023430698,-0.007927884
07-may-07,0.136252433,-0.029581778,0.206067179,-0.02510621,-0.007949096
08-may-07,0.136557234,-0.026645718,0.205826315,-0.023104148,-0.00782802
09-may-07,0.137700015,-0.036552336,0.208307712,-0.019941034,-0.006279462
10-may-07,0.14063688,-0.028832665,0.204356207,-0.017049359,-0.007148858
11-may-07,0.140326505,-0.038575741,0.207598425,-0.018363674,-0.005400459
14-may-07,0.14107071,-0.022903611,0.207769372,-0.016630643,-0.003805218
15-may-07,0.141440045,-0.023151795,0.204077877,-0.018366213,-0.006807294
16-may-07,0.14120189,-0.032121301,0.206270547,-0.019406214,-0.004280755
17-may-07,0.142359229,-0.033864176,0.209460265,-0.020073322,-0.002442623
18-may-07,0.14107993,-0.043710518,0.208807585,-0.022916965,-0.000453065
21-may-07,0.140567868,-0.035187237,0.20961411,-0.02592471,0.002033112
22-may-07,0.140498074,-0.038844227,0.208916133,-0.026146921,0.004000661
23-may-07,0.141560291,-0.036806102,0.203546326,-0.024865132,0.003152054
24-may-07,0.144324884,-0.027078215,0.200648308,-0.023335826,0.000733023
25-may-07,0.143510183,-0.038643018,0.203418778,-0.025529492,0.00230354
29-may-07,0.143036138,-0.034928242,0.198255634,-0.025407265,0.001601979
30-may-07,0.142741977,-0.045609264,0.19848675,-0.02786325,0.003017755
31-may-07,0.143428547,-0.044608159,0.197567372,-0.027240645,0.004734695
01-jun-07,0.144996261,-0.04959379,0.194567121,-0.027030583,0.002998441
04-jun-07,0.145393986,-0.040108252,0.195348981,-0.026181272,0.003241334
05-jun-07,0.146728076,-0.036876895,0.193853449,-0.024521021,0.002347313
06-jun-07,0.149667825,-0.0234325,0.19722124,-0.018859964,0.002822343
07-jun-07,0.150459491,0.009515427,0.202585588,-0.016136143,0.001573485
08-jun-07,0.145455388,-0.015544869,0.203391953,-0.013731587,0.004026465
11-jun-07,0.144298809,-0.010943054,0.2025068,-0.011714665,0.003510787
12-jun-07,0.145351889,0.011949704,0.203685578,-0.011407196,0.003444497
13-jun-07,0.145363516,-0.015795579,0.206329785,-0.009761201,0.004641928
14-jun-07,0.145028004,-0.030231329,0.205477817,-0.00986449,0.003821302
15-jun-07,0.146099438,-0.027183652,0.206355786,-0.01454288,-0.001480897
18-jun-07,0.147497677,-0.035783952,0.206792066,-0.014776365,-0.002025968
19-jun-07,0.14332918,-0.038250156,0.207550658,-0.012415402,-0.003914944
20-jun-07,0.151664545,-0.024723377,0.205621329,-0.008349181,-0.005096379
21-jun-07,0.152791031,-0.033110073,0.206558713,-0.005896781,-0.005081341
22-jun-07,0.155181653,-0.011000314,0.201432856,-0.001507895,-0.006433901
25-jun-07,0.154536035,0.003161705,0.201719489,0.002198771,-0.005484376
26-jun-07,0.154210072,0.03775282,0.214710123,0.001029412,0.001214725
27-jun-07,0.152406812,-0.013468662,0.213444045,0.004560949,0.002078004
28-jun-07,0.152621532,-0.013395827,0.21484711,0.006127368,0.001680255
29-jun-07,0.156057818,-0.007691364,0.217078657,0.007388925,0.001681563
02-jul-07,0.15482481,-0.021440884,0.216577166,0.006240854,0.00255658
03-jul-07,0.155578924,-0.031594455,0.216749817,0.003759178,0.00391034
05-jul-07,0.156292448,-0.025663486,0.218113996,0.00135579,0.006174607
06-jul-07,0.156818457,-0.040092067,0.214435249,-0.002096249,0.005651884
09-jul-07,0.157729269,-0.030982301,0.211774746,-0.002942476,0.006601638
10-jul-07,0.159205407,0.009966603,0.212406027,-0.000916886,0.007103703
11-jul-07,0.162490991,-0.015152781,0.20886784,0.002186132,0.008678517
12-jul-07,0.161676614,-0.028566896,0.214200787,0.000497763,0.013174948
13-jul-07,0.163522331,-0.034531931,0.214344393,0.00231206,0.015155921
16-jul-07,0.164697899,-0.027568886,0.211971654,0.002021468,0.013881391
17-jul-07,0.166026503,-0.02940789,0.210906307,0.001289837,0.013033572
18-jul-07,0.169224223,-0.030948824,0.210588368,0.00259311,0.012369786
19-jul-07,0.167386371,-0.038738081,0.211473851,0.001625069,0.014128882
20-jul-07,0.171653556,-0.017636257,0.205318982,0.002010559,0.009683831
23-jul-07,0.169933585,-0.02100584,0.206778038,-0.002548554,0.011603641
24-jul-07,0.175597919,0.000913942,0.197564803,0.003185144,0.005517914
25-jul-07,0.173977178,-0.005280472,0.201593252,0.002715717,0.008680413
26-jul-07,0.173370456,0.070674026,0.207991516,0.003015357,0.009729313
27-jul-07,0.172166429,0.09879128,0.21373802,0.002405486,0.00466836
30-jul-07,0.168918554,0.049672159,0.211805863,0.00471035,0.002337007
31-jul-07,0.178521051,0.079275632,0.215402943,0.005812046,0.005312467
01-Aug-2007,0.186913571,0.055425169,0.224947727,0.004455821,0.000203404
02-Aug-2007,0.187231367,0.017680691,0.224970699,0.005831923,0.000590497
03-Aug-2007,0.19778806,0.065344462,0.22467728,0.010828924,-0.002557837
06-Aug-2007,0.193513842,0.026005277,0.235176723,0.005249169,-0.003404868
07-Aug-2007,0.188647594,0.016395168,0.238539708,0.007818308,-0.013442568
08-Aug-2007,0.187511059,0.009249692,0.246800004,0.01124882,-0.002224395
09-Aug-2007,0.195749761,0.080931788,0.252292027,0.018085641,0.001091166
10-Aug-2007,0.196118397,0.106673548,0.264034776,0.017904656,0.006874559
13-Aug-2007,0.191538338,0.076219331,0.261802738,0.02230132,-0.001579601
14-Aug-2007,0.194112367,0.100545758,0.256313742,0.028376061,-0.006667553
15-Aug-2007,0.198500557,0.136276885,0.255603215,0.028316073,-0.007387124
16-Aug-2007,0.204479338,0.134519601,0.249161708,0.026853033,-0.005787975
17-Aug-2007,0.201468134,0.105881481,0.25704879,0.021546246,0.002435323
20-Aug-2007,0.200648605,0.075409021,0.257422286,0.022955251,-0.001940789
21-Aug-2007,0.195477351,0.070152333,0.257949939,0.023193052,-0.001530044
22-Aug-2007,0.183291543,0.050626476,0.25547349,0.019706202,0.000287634
23-Aug-2007,0.185749478,0.037707893,0.253773069,0.015644149,0.00197215
24-Aug-2007,0.184783233,0.008263622,0.2538712,0.011321673,-0.001311866
27-Aug-2007,0.187438794,0.034029492,0.253983602,0.014345646,0.001058497
28-Aug-2007,0.199484724,0.075689571,0.249993002,0.018713713,-0.004605237
29-Aug-2007,0.192902626,0.044694746,0.254395649,0.018138943,0.000982936
30-Aug-2007,0.192709772,0.064045892,0.251432067,0.019209809,-0.003014316
31-Aug-2007,0.190949097,0.046591798,0.251242024,0.022938807,0.001203814
04-sep-07,0.187491393,0.03935409,0.252660505,0.018734958,0.002294267
05-sep-07,0.189829634,0.065293817,0.246464789,0.020075636,-0.003898711
06-sep-07,0.19308245,0.049916621,0.248406155,0.022578182,0.001127731
07-sep-07,0.200577887,0.073376759,0.241642323,0.025683455,-0.004895379
10-sep-07,0.199777129,0.0933595,0.242572145,0.026953791,-0.006672468
11-sep-07,0.195350904,0.066570335,0.24541932,0.025531834,-0.003379063
12-sep-07,0.192563312,0.075009133,0.242004377,0.025262712,-0.000993003
13-sep-07,0.191470361,0.072667868,0.245213984,0.022475753,0.00524537
14-sep-07,0.192043764,0.071652558,0.245426098,0.019699839,0.004700421
17-sep-07,0.192557518,0.094710104,0.245274504,0.021478899,0.000802218
18-sep-07,0.188037554,0.007505165,0.24530026,0.015911311,0.00399955
19-sep-07,0.181848223,0.010807182,0.243898898,0.015259177,0.005053621
20-sep-07,0.182884858,0.016341658,0.242022247,0.014612031,0.006821211
21-sep-07,0.181674782,-0.004479043,0.244138674,0.013680534,0.009468967
24-sep-07,0.181374587,-0.003466056,0.236813598,0.011115477,0.006765262
25-sep-07,0.182541641,-0.012717968,0.23593483,0.013839403,0.005775962
26-sep-07,0.179872728,-0.023279514,0.236219469,0.013194913,0.003107788
27-sep-07,0.17707277,-0.03008395,0.232449492,0.010871252,-0.002858805
28-sep-07,0.177811614,-0.014568946,0.23272619,0.010419622,0.003011747
01-oct-07,0.178219386,-0.024835411,0.235243644,0.002193535,0.006229345
02-oct-07,0.180880973,-0.020013881,0.236850757,0.003499889,0.011306954
03-oct-07,0.186168053,-0.02573836,0.233780975,0.003858472,0.01039971
04-oct-07,0.187558754,-0.030624779,0.234073233,0.005468792,0.01052603
05-oct-07,0.184285829,-0.050253662,0.230394245,0.002489528,0.005553637
08-oct-07,0.185357464,-0.040993158,0.228915121,0.003052414,-0.002088477
09-oct-07,0.183050716,-0.057820912,0.22848214,0.003401777,-0.011346527
10-oct-07,0.184181832,-0.04836211,0.230919934,0.005614696,-0.007090904
11-oct-07,0.188335743,-0.021318038,0.228694493,0.006760603,-0.005800991
12-oct-07,0.189536405,-0.039802549,0.226500493,0.006275505,-0.008181629
15-oct-07,0.194783405,-0.021299085,0.226303711,0.004908933,-0.003664143
16-oct-07,0.197260693,-0.011718247,0.228617354,0.006982427,-0.00354032
17-oct-07,0.198410779,-0.038540396,0.225727666,0.004224646,-0.002688142
18-oct-07,0.199913609,-0.043518227,0.229825585,0.005626463,-0.000278128
19-oct-07,0.207586283,0.012090642,0.236315012,0.010908102,-0.001714665
22-oct-07,0.20592837,-0.005977402,0.236370727,0.015481925,-0.003949109
23-oct-07,0.205056977,-0.025457738,0.240329879,0.017596406,-0.001372404
24-oct-07,0.206658885,-0.018916363,0.243272099,0.01911821,-0.00582594
25-oct-07,0.206874808,-0.011500971,0.235978152,0.021889327,-0.00145134
26-oct-07,0.207371286,-0.042842923,0.236698604,0.019623682,0.001489002
29-oct-07,0.204761303,-0.034276759,0.238707434,0.020484821,-0.007703351
30-oct-07,0.206209132,-0.013428775,0.242445178,0.023954928,-0.003761553
31-oct-07,0.204879402,-0.055561915,0.246830836,0.022296639,0.001531355
01-nov-07,0.211994206,0.011106781,0.244896156,0.022561125,-0.006244071
02-nov-07,0.217541894,-0.007806473,0.24415154,0.020320518,-0.003550894
05-nov-07,0.216449635,0.015833221,0.25352085,0.022220369,-0.009607649
06-nov-07,0.21446775,-0.023279896,0.253181047,0.026102228,-0.003398561
07-nov-07,0.222251755,0.043021222,0.251417195,0.022972954,-0.000656444
08-nov-07,0.224393256,0.036771927,0.257387785,0.024348755,0.005157656
09-nov-07,0.227401018,0.070990678,0.261780554,0.024159259,0.00298908
12-nov-07,0.225617739,0.088009065,0.265415069,0.023764065,0.002630993
13-nov-07,0.221706501,0.004841817,0.265513421,0.02092897,0.005786988
14-nov-07,0.225777565,0.024786991,0.256862988,0.019166246,0.004047944
15-nov-07,0.231565277,0.0522837,0.254943651,0.016777377,0.005236071
16-nov-07,0.23477013,0.009376692,0.259358487,0.019633226,0.00733255
19-nov-07,0.242184808,0.01394299,0.259225046,0.030679151,0.000922579
20-nov-07,0.240363009,-0.00064955,0.251963998,0.037337383,-0.002318972
21-nov-07,0.240818549,0.031655639,0.259658336,0.042869058,-0.008217261
23-nov-07,0.234688327,0.01914081,0.26298227,0.046891307,-0.009887185
26-nov-07,0.240554082,0.069136909,0.262779626,0.051867248,-0.014402187
27-nov-07,0.23413583,0.037265477,0.267649495,0.058644367,-0.013567198
28-nov-07,0.225145088,0.01155311,0.26361772,0.05246867,-0.014915046
29-nov-07,0.228190912,0.004598517,0.262237482,0.052698354,-0.013050165
30-nov-07,0.22962211,-0.012491863,0.258297184,0.052802323,-0.01143036
03-Dec-2007,0.228667136,-0.002394661,0.255438997,0.050978373,-0.013220325
04-Dec-2007,0.229345996,0.002070497,0.256996449,0.055549984,-0.014592702
05-Dec-2007,0.22276514,-0.010365059,0.253527409,0.047449348,-0.012726001
06-Dec-2007,0.216021625,-0.024780219,0.252560272,0.041262864,-0.01210821
07-Dec-2007,0.217094633,-0.026202176,0.247832807,0.040561799,-0.011384681
10-Dec-2007,0.212373067,-0.015859324,0.24398228,0.034607906,-0.011582912
11-Dec-2007,0.217096771,0.025801552,0.24461325,0.035870625,-0.010489815
12-Dec-2007,0.219576216,-0.0071217,0.239143686,0.035910221,-0.007360355
13-Dec-2007,0.220898394,-0.004622678,0.244219972,0.039719429,-0.004295764
14-Dec-2007,0.220617082,0.007502872,0.245626426,0.040242962,-0.00722605
17-Dec-2007,0.227091596,0.024813441,0.245334865,0.051264034,-0.011431266
18-Dec-2007,0.228249888,-0.006811034,0.246801476,0.053070701,-0.013562137
19-Dec-2007,0.224665234,-0.020017815,0.246855954,0.049422997,-0.014212744
20-Dec-2007,0.221587483,-0.031409162,0.242604351,0.048145137,-0.015829012
21-Dec-2007,0.217310778,-0.065602495,0.243050067,0.034829215,-0.014308532
24-Dec-2007,0.216229846,-0.064511423,0.246068632,0.03279225,-0.009399193
26-Dec-2007,0.214827154,-0.061892521,0.244085603,0.032931808,-0.008277257
27-Dec-2007,0.219645992,-0.040545227,0.239584327,0.036920081,-0.008250067
28-Dec-2007,0.224547157,-0.0412327,0.241961935,0.038772028,-0.007680998
31-Dec-2007,0.225865513,-0.018457388,0.243021142,0.04244915,-0.009266589
02-Jan-2008,0.227222842,-0.002814221,0.238144453,0.046543136,-0.01443282
03-Jan-2008,0.222918472,-0.008718865,0.236233266,0.048758837,-0.015838414
04-Jan-2008,0.226214821,0.018963291,0.234023259,0.054630533,-0.018569919
07-Jan-2008,0.221972315,0.016954762,0.247953216,0.056966544,-0.017729558
08-Jan-2008,0.229239341,0.032507367,0.248256294,0.06024743,-0.019957341
09-Jan-2008,0.225151917,0.018639162,0.25993468,0.058645501,-0.012835999
10-Jan-2008,0.223045963,0.010767706,0.265829515,0.060449434,-0.012389347
11-Jan-2008,0.22818277,0.012901442,0.253789129,0.065167104,-0.017548577
14-Jan-2008,0.22644256,-0.004788248,0.255683035,0.061645092,-0.016064427
15-Jan-2008,0.231245575,0.005290777,0.24633274,0.068466742,-0.019387679
16-Jan-2008,0.22428547,0.026494989,0.249171274,0.066627244,-0.019461033
17-Jan-2008,0.232682588,0.075914386,0.244194036,0.061686566,-0.021657929
18-Jan-2008,0.229100007,0.056954976,0.252686173,0.04794214,-0.018550242
22-Jan-2008,0.226296891,0.103715582,0.25953391,0.03255547,-0.018797153
23-Jan-2008,0.219051368,0.089270525,0.255570637,0.03373217,-0.01478028
24-Jan-2008,0.219546079,0.075267748,0.260756714,0.035696484,-0.008321763
25-Jan-2008,0.222713077,0.094030022,0.261092031,0.039085452,-0.014443819
28-Jan-2008,0.217473212,0.07813939,0.265141615,0.037117582,-0.012550494
29-Jan-2008,0.213372935,0.081857096,0.266645739,0.035700156,-0.011648927
30-Jan-2008,0.214450344,0.086064175,0.272723816,0.036010384,-0.011655808
31-Jan-2008,0.214930365,0.060058322,0.274871528,0.034506022,-0.01058042
01-feb-08,0.212098459,0.026059179,0.269615819,0.035132575,-0.011810578
04-feb-08,0.215080384,0.057863557,0.271149927,0.036907304,-0.012964143
05-feb-08,0.222617543,0.089438244,0.266060987,0.043455494,-0.018756914
06-feb-08,0.227576087,0.090276996,0.272594997,0.051253695,-0.015263209
07-feb-08,0.226965833,0.066547483,0.277278975,0.057000996,-0.015454548
08-feb-08,0.227527274,0.072187169,0.28635304,0.058232971,-0.015472945
11-feb-08,0.225928895,0.061756533,0.292019063,0.061259374,-0.015655162
12-feb-08,0.226239457,0.044935777,0.294005237,0.062710729,-0.01830172
13-feb-08,0.221751835,0.027764672,0.299051949,0.062206134,-0.017314248
14-feb-08,0.224576917,0.03282269,0.294698264,0.063979953,-0.021931767
15-feb-08,0.225050727,0.029268921,0.294526388,0.065078235,-0.021770348
19-feb-08,0.224059489,0.032371533,0.289627789,0.06640156,-0.024212907
20-feb-08,0.220520015,0.01860774,0.294320519,0.067063093,-0.021488268
21-feb-08,0.222046863,0.030116853,0.291652474,0.068966604,-0.023792665
22-feb-08,0.219435606,0.014094471,0.293433251,0.067961058,-0.0235306
25-feb-08,0.216258107,0.002778252,0.296462741,0.066661103,-0.022963984
26-feb-08,0.21727695,-0.019461878,0.294369288,0.066127117,-0.025633194
27-feb-08,0.219169749,-0.008220368,0.293833346,0.068751068,-0.024195394
28-feb-08,0.219433085,0.004758178,0.297565317,0.070767073,-0.024003715
29-feb-08,0.228239044,0.045525649,0.296603798,0.071260151,-0.024752422
03-mar-08,0.225790425,0.042234962,0.294087081,0.070729835,-0.025377577
04-mar-08,0.224451628,0.035544373,0.292540114,0.074364351,-0.026461165
05-mar-08,0.224076042,0.020546791,0.29157095,0.073252481,-0.026252931
06-mar-08,0.228469124,0.065792765,0.29186389,0.072104571,-0.026941487
07-mar-08,0.230775297,0.058001137,0.290868718,0.072380742,-0.026140192
10-mar-08,0.233416117,0.086997777,0.287480329,0.071839027,-0.028785124
11-mar-08,0.229607172,0.036145787,0.289792201,0.06443094,-0.024772597
12-mar-08,0.235703509,0.042576189,0.287037709,0.064688798,-0.024662914
13-mar-08,0.238461451,0.036406403,0.284830377,0.063090074,-0.023162872
14-mar-08,0.241811648,0.105855864,0.282567191,0.05724613,-0.024651048
17-mar-08,0.232389325,0.125821688,0.282893668,0.051517706,-0.021890596
18-mar-08,0.227079156,0.032229583,0.280544773,0.043820712,-0.01771535
19-mar-08,0.235594855,0.079758245,0.277350679,0.046505137,-0.020400394
20-mar-08,0.235832291,0.022555659,0.274721519,0.042238771,-0.016134455
24-mar-08,0.231695268,0.023488634,0.268039237,0.03934528,-0.012473861
25-mar-08,0.233904597,0.018639655,0.263915441,0.040617212,-0.010766615
26-mar-08,0.238159192,0.018283315,0.262160479,0.047195492,-0.011949603
27-mar-08,0.238672832,0.021852966,0.258563542,0.052055161,-0.01493436
28-mar-08,0.239155027,0.021505157,0.2569276,0.057526452,-0.017303482
31-mar-08,0.233727683,0.026050503,0.253524963,0.051896941,-0.014987897
01-Apr-2008,0.226856606,-0.014502513,0.243401695,0.040603754,-0.011176282
02-Apr-2008,0.230433461,-0.009311262,0.235989937,0.037226569,-0.010815497
03-Apr-2008,0.232105862,-0.011884303,0.229885868,0.036152887,-0.010360258
04-Apr-2008,0.231378682,-0.029270472,0.223403676,0.034233572,-0.010515635
07-Apr-2008,0.224208418,-0.016458145,0.219790982,0.027996723,-0.009487633
08-Apr-2008,0.226060353,-0.018318584,0.21489356,0.024564177,-0.010345076
09-Apr-2008,0.230129181,-0.01128517,0.2212443,0.03803075,-0.008956469
10-Apr-2008,0.228751575,-0.026325364,0.22521212,0.039026866,-0.009013891
11-Apr-2008,0.231836038,-0.004015496,0.227548942,0.04404129,-0.012283929
14-Apr-2008,0.231255582,0.003866469,0.23007803,0.044242652,-0.012682522
15-Apr-2008,0.231687902,-0.016165765,0.223570304,0.041759027,-0.011086531
16-Apr-2008,0.223426375,-0.043362315,0.226085002,0.032816745,-0.009362653
17-Apr-2008,0.224393223,-0.041624898,0.217724163,0.028389545,-0.006072708
18-Apr-2008,0.218408876,-0.053973499,0.216588045,0.016196186,-0.004768485
21-Apr-2008,0.217593918,-0.043723843,0.21239618,0.016560014,-0.001228947
22-Apr-2008,0.221578205,-0.039092129,0.21350012,0.021945496,-0.003596015
23-Apr-2008,0.222867609,-0.054029025,0.21260092,0.02411266,-0.003432536
24-Apr-2008,0.217866679,-0.052305976,0.212715859,0.020191424,-0.005597777
25-Apr-2008,0.21314766,-0.052099815,0.21126429,0.017974624,-0.004367375
28-Apr-2008,0.209362822,-0.042615069,0.212498814,0.018671804,-0.005760014
29-Apr-2008,0.209521013,-0.033809201,0.214988663,0.019904209,-0.007094598
30-Apr-2008,0.206908276,-0.018484395,0.220244013,0.02176286,-0.006418329
01-may-08,0.204188313,-0.048411406,0.21529152,0.015630427,-0.006783216
02-may-08,0.205181975,-0.062717037,0.215553959,0.014244346,-0.005723761
05-may-08,0.204903778,-0.047426341,0.217283727,0.016684976,-0.006509683
06-may-08,0.206040987,-0.059971522,0.215438567,0.014707396,-0.007620044
07-may-08,0.211916927,-0.045796202,0.221817532,0.019637531,-0.006307808
08-may-08,0.212570034,-0.058212537,0.222187326,0.022876739,-0.006118596
09-may-08,0.213387787,-0.053714436,0.222857336,0.022317624,-0.006255056
12-may-08,0.211271757,-0.064992653,0.221474119,0.018502484,-0.005363377
13-may-08,0.211411195,-0.066138369,0.220779717,0.017435437,-0.004850469
14-may-08,0.21018632,-0.072108668,0.223585561,0.013852198,-0.002065523
15-may-08,0.210566072,-0.092553526,0.221915022,0.010332302,-0.002673551
16-may-08,0.214536271,-0.097442413,0.224162667,0.010096058,-0.002086644
19-may-08,0.214880197,-0.091273824,0.223822719,0.009954103,-0.002740684
20-may-08,0.219698391,-0.084724602,0.21983505,0.011465929,-0.005564637
21-may-08,0.226352803,-0.076524865,0.22328257,0.016361675,-0.006455591
